Company Perm ID,Ticker,Company Name,Industry Name,Stakeholder Perm ID,Stakeholder Name,Issue Perm ID,Issue Name,Metric Perm ID,Metric Name,Datapoint ID,Datapoint Name,Description,Source,Geography,Value,Unit,Resource
81733c2bdcda385e8f2b87cda,NVDA,NVIDIA Corp,Semiconductors & Equipment,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,cd067e93c7f1d7da998e44555a08b212,Community Development,0e28159ee613543840f4bec2f5f6dc18,Opportunities for Local Businesses,e531e0611e03aac0315e98aaadc715af,Local Sourcing Policy,"An assessment of whether the company discloses a policy, commitment, or effort to source from local suppliers or hire locally. Companies receive a ""True"" if that is correct and a ""False"" if evidence was not found.",Company filings and other public documents,U.S.,0,NULL,https://central.virtualshareholdermeeting.com/vsm/web?pvskey=NVIDIA2020
81733c2bdcda385e8f2b87cda,NVDA,NVIDIA Corp,Semiconductors & Equipment,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,cd067e93c7f1d7da998e44555a08b212,Community Development,0e28159ee613543840f4bec2f5f6dc18,Opportunities for Local Businesses,5ced57182ace975a18fc5d8a9b2f34f3,Supplier Diversity Policy,"An assessment of whether the company has a diverse supplier policy or program. Companies receive a ""True"" if they do and a ""False"" if evidence was not found.",Company filings and other public documents,U.S.,0,truefalse,https://www.nvidia.com/content/dam/en-zz/Solutions/documents/FY2019-NVIDIA-CSR-Social-Responsibility.pdf
81733c2bdcda385e8f2b87cda,NVDA,NVIDIA Corp,Semiconductors & Equipment,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,cd067e93c7f1d7da998e44555a08b212,Community Development,0e28159ee613543840f4bec2f5f6dc18,Opportunities for Local Businesses,aaafa1a07da52eb5c5c88801fc577e0c,Veteran Supplier Policy,"An assessment of whether the company has a veteran supplier policy or program. Companies receive a ""True"" if they do and a ""False"" if evidence was not found.",Company filings and other public documents,U.S.,0,truefalse,https://www.nvidia.com/content/dam/en-zz/Solutions/documents/FY2019-NVIDIA-CSR-Social-Responsibility.pdf
81733c2bdcda385e8f2b87cda,NVDA,NVIDIA Corp,Semiconductors & Equipment,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,89f5489df0741ac40344be1eb5509937,Actions to Support Human Rights Commitment within Organization,85562cd9ba1dbbbb31dbf307f4eb23a0,Board Oversight of Human Rights Issues,"An assessment of whether there is board/executive oversight over human rights and sustainability issues. Companies receive a ""0"" if there is no evidence of board/executive oversight of human rights issues. Companies receive a score of ""5"" if there is some evidence of board/executive oversight. At a minimum, the board or CEO must sign off on the standalone human rights policy (distinct from the UK Modern Slavery mandatory disclosure) or the sustainability report must detail human rights-related issues and then describe clearly how the board/executives review and are accountable for general sustainability-related issues. It should be also implied that human rights are a significant aspect of ESG or sustainability issues. Companies score a ""10"" if they describe in the human rights materials how the board regularly considers human rights-related issues, or is accountable to the policy, or if it describes clearly how the board or CEO, or a direct report, is responsible to sustainability or these issues in the context of its human rights governance in a somewhat regular manner.",Company filings and other public documents,Global,10,NULL,https://www.nvidia.com/content/dam/en-zz/Solutions/about-us/documents/nvidia-corporate-responsibility-directive.pdf
81733c2bdcda385e8f2b87cda,NVDA,NVIDIA Corp,Semiconductors & Equipment,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,89f5489df0741ac40344be1eb5509937,Actions to Support Human Rights Commitment within Organization,c9f37d84c483b278c7715d3c2655d7d4,Human Rights Impact Assessment,"An assessment of whether the company has conducted a high-level study of its human rights impacts across all business operations, also known as a Human Rights Impact Assessment. The assessment must be across all operations and not for distinct projects. Companies receive a ""True"" if they have and a ""False"" if evidence was not found.",Company filings and other public documents,Global,0,truefalse,https://www.nvidia.com/content/dam/en-zz/Solutions/documents/FY2019-NVIDIA-CSR-Social-Responsibility.pdf
81733c2bdcda385e8f2b87cda,NVDA,NVIDIA Corp,Semiconductors & Equipment,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,2f1e53694df28fddee92ffaf0e74671f,Labor & Human Rights Commitment,91cbb5a9edd603d0b5543b6e57a31295,Child Labor Mentioned in Human Rights Policy,"An assessment of whether the Code of Conduct or Human Rights policy prohibits of the use of child labor. Companies receive a ""True"" if it does and a ""False"" if evidence was not found. ",Company filings and other public documents,Global,1,truefalse,https://s22.q4cdn.com/364334381/files/doc_downloads/governance_documents/Worldwide_Code_of_Conduct.pdf
81733c2bdcda385e8f2b87cda,NVDA,NVIDIA Corp,Semiconductors & Equipment,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,2f1e53694df28fddee92ffaf0e74671f,Labor & Human Rights Commitment,10f1abb5d2cde95cd58bff98da60c154,Forced Labor Mentioned in Human Rights Policy,"An assessment of whether the Code of Conduct or Human Rights policy prohibits of the use of forced labor. Companies receive a ""True"" if it does and a ""False"" if evidence was not found. ",Company filings and other public documents,Global,1,truefalse,https://s22.q4cdn.com/364334381/files/doc_downloads/governance_documents/Worldwide_Code_of_Conduct.pdf
81733c2bdcda385e8f2b87cda,NVDA,NVIDIA Corp,Semiconductors & Equipment,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,2f1e53694df28fddee92ffaf0e74671f,Labor & Human Rights Commitment,2adf342aa3a048a9cf6c241858ec5f38,Human Rights Policy or Statement,"An assessment of whether the company website discloses a public statement or policy regarding a commitment to respecting human rights across all business operations, not only with respect to suppliers. The statement must explicitly mention ""human rights."" Companies receive a ""True"" if it does and a ""False"" if evidence was not found.",Company filings and other public documents,Global,1,truefalse,https://s22.q4cdn.com/364334381/files/doc_downloads/governance_documents/Worldwide_Code_of_Conduct.pdf
81733c2bdcda385e8f2b87cda,NVDA,NVIDIA Corp,Semiconductors & Equipment,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,2f1e53694df28fddee92ffaf0e74671f,Labor & Human Rights Commitment,4d87ce8b4a06f45ff4ca012168b5b5bf,Human Trafficking Mentioned in Human Rights Policy,"An assessment of whether the Code of Conduct or Human Rights policy prohibits of the use of human trafficking. Companies receive a ""True"" if it does and a ""False"" if evidence was not found. ",Company filings and other public documents,Global,1,truefalse,https://s22.q4cdn.com/364334381/files/doc_downloads/governance_documents/Worldwide_Code_of_Conduct.pdf
81733c2bdcda385e8f2b87cda,NVDA,NVIDIA Corp,Semiconductors & Equipment,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,2f1e53694df28fddee92ffaf0e74671f,Labor & Human Rights Commitment,b60f1b83704e75556bd9f838ee3e45b3,ILO Mentioned in Human Rights Policy,"An assessment of whether the Code of Conduct or Human Rights policy explicitly references the International Labor Organization (ILO) convention(s). Companies receive a ""True"" if it does and a ""False"" if evidence was not found.",Company filings and other public documents,Global,0,truefalse,https://s22.q4cdn.com/364334381/files/doc_downloads/governance_documents/Worldwide_Code_of_Conduct.pdf
81733c2bdcda385e8f2b87cda,NVDA,NVIDIA Corp,Semiconductors & Equipment,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,2f1e53694df28fddee92ffaf0e74671f,Labor & Human Rights Commitment,b0be5028cebc065071b9a662808367d9,Mandatory Compliance with ILO Mentioned in Human Rights Policy,"An assessment of whether the Code of Conduct or Human Rights policy states that compliance with the ILO Convention(s) is mandatory. Companies receive a ""True"" if it does and a ""False"" if evidence was not found.",Company filings and other public documents,Global,0,truefalse,https://s22.q4cdn.com/364334381/files/doc_downloads/governance_documents/Worldwide_Code_of_Conduct.pdf
81733c2bdcda385e8f2b87cda,NVDA,NVIDIA Corp,Semiconductors & Equipment,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,2f1e53694df28fddee92ffaf0e74671f,Labor & Human Rights Commitment,51f5f55edb20cd543c505b6e179191db,Mandatory Compliance with RBA in Human Rights Policy,"An assessment of whether the Code of Conduct or Human Rights policy states that compliance with the RBA/EICC Code of Conduct is mandatory. Companies receive a ""True"" if it does and a ""False"" if evidence was not found.",Company filings and other public documents,Global,1,NULL,https://www.nvidia.com/content/dam/en-zz/Solutions/documents/FY2020-NVIDIA-CSR-Social-Responsibility.pdf
81733c2bdcda385e8f2b87cda,NVDA,NVIDIA Corp,Semiconductors & Equipment,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,2f1e53694df28fddee92ffaf0e74671f,Labor & Human Rights Commitment,8398a0ef40f7f8e415c11be2dfc26d2c,Mandatory Compliance with SA8000 Mentioned in Human Rights Policy,"An assessment of whether the Code of Conduct or Human Rights policy states that compliance with the SA8000 standard is mandatory. Companies receive a ""True"" if it does and a ""False"" if evidence was not found.",Company filings and other public documents,Global,0,truefalse,https://s22.q4cdn.com/364334381/files/doc_downloads/governance_documents/Worldwide_Code_of_Conduct.pdf
81733c2bdcda385e8f2b87cda,NVDA,NVIDIA Corp,Semiconductors & Equipment,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,2f1e53694df28fddee92ffaf0e74671f,Labor & Human Rights Commitment,7f40d75e3a1c2b8ec5e96c3174d16818,Mandatory Compliance with UN Guiding Principles Mentioned in Human Rights Policy,"An assessment of whether the Code of Conduct or Human Rights policy states that compliance with the United Nations Guiding Principles on Business and Human Rights, also known as the Ruggie Principles, is mandatory. Companies receive a ""True"" if it does and a ""False"" if evidence was not found. ",Company filings and other public documents,Global,0,truefalse,https://s22.q4cdn.com/364334381/files/doc_downloads/governance_documents/Worldwide_Code_of_Conduct.pdf
81733c2bdcda385e8f2b87cda,NVDA,NVIDIA Corp,Semiconductors & Equipment,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,2f1e53694df28fddee92ffaf0e74671f,Labor & Human Rights Commitment,7709cbbd0f37c64e2c6f35722d8175f4,Other Related Terms Mentioned in Human Rights Policy,"An assessment of whether the company's Code of Conduct or Human Rights policy explicitly addresses any other human rights-related issues (e.g. indigenous people's rights, workers' rights, animal welfare, etc). Companies receive a ""True"" if that is correct and a ""False"" if evidence was not found.",Company filings and other public documents,Global,0,truefalse,https://s22.q4cdn.com/364334381/files/doc_downloads/governance_documents/Worldwide_Code_of_Conduct.pdf
81733c2bdcda385e8f2b87cda,NVDA,NVIDIA Corp,Semiconductors & Equipment,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,2f1e53694df28fddee92ffaf0e74671f,Labor & Human Rights Commitment,45f7206fbeb168c838df8f71196f385e,Prison Labor Mentioned in Human Rights Policy,"An assessment of whether the Code of Conduct or Human Rights policy mentions the prohibition of the use of prison labor. Companies receive a ""True"" if it does and a ""False"" if evidence was not found.",Company filings and other public documents,Global,1,truefalse,https://s22.q4cdn.com/364334381/files/doc_downloads/governance_documents/Worldwide_Code_of_Conduct.pdf
81733c2bdcda385e8f2b87cda,NVDA,NVIDIA Corp,Semiconductors & Equipment,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,2f1e53694df28fddee92ffaf0e74671f,Labor & Human Rights Commitment,4d2dae840daac3135696c6b1c60bd201,RBA Code of Conduct Mentioned in Human Rights Policy,"An assessment of whether the Code of Conduct or Human Rights policy explicitly references the RBA/EICC. Companies receive a ""True"" if it does and a ""False"" if evidence was not found.",Company filings and other public documents,Global,1,NULL,https://www.nvidia.com/content/dam/en-zz/Solutions/documents/FY2020-NVIDIA-CSR-Social-Responsibility.pdf
81733c2bdcda385e8f2b87cda,NVDA,NVIDIA Corp,Semiconductors & Equipment,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,2f1e53694df28fddee92ffaf0e74671f,Labor & Human Rights Commitment,2465eae61b88dccefe8fc8619924bb29,SA8000 Mentioned in Human Rights Policy,"An assessment of whether the Code of Conduct or Human Rights policy explicitly references the SA8000 standard. Companies receive a ""True"" if it does and a ""False"" if evidence was not found. ",Company filings and other public documents,Global,0,truefalse,https://s22.q4cdn.com/364334381/files/doc_downloads/governance_documents/Worldwide_Code_of_Conduct.pdf
81733c2bdcda385e8f2b87cda,NVDA,NVIDIA Corp,Semiconductors & Equipment,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,2f1e53694df28fddee92ffaf0e74671f,Labor & Human Rights Commitment,dde2c016d2457dbd8335f3add1da1915,Safe Working Conditions Mentioned in Human Rights Policy,"An assessment of whether the Code of Conduct or Human Rights policy mentions safe working conditions or worker health. Companies receive a ""True"" if it does and a ""False"" if evidence was not found.",Company filings and other public documents,Global,1,truefalse,https://s22.q4cdn.com/364334381/files/doc_downloads/governance_documents/Worldwide_Code_of_Conduct.pdf
81733c2bdcda385e8f2b87cda,NVDA,NVIDIA Corp,Semiconductors & Equipment,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,2f1e53694df28fddee92ffaf0e74671f,Labor & Human Rights Commitment,11af0fc59eb5bdbeaf2d3b76d8f68fe9,Slavery Mentioned in Human Rights Policy,"An assessment of whether the Code of Conduct or Human Rights policy prohibits of the use of slavery. Companies receive a ""True"" if it does and a ""False"" if evidence was not found.",Company filings and other public documents,Global,1,truefalse,https://s22.q4cdn.com/364334381/files/doc_downloads/governance_documents/Worldwide_Code_of_Conduct.pdf
81733c2bdcda385e8f2b87cda,NVDA,NVIDIA Corp,Semiconductors & Equipment,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,2f1e53694df28fddee92ffaf0e74671f,Labor & Human Rights Commitment,0df20814f827cf63c25dc22fa3cf9f49,UN Global Compact Mentioned in Human Rights Policy,"An assessment of whether the Code of Conduct or Human Rights policy mentions the UN Global Compact. Companies receive a ""True"" if it does and a ""False"" if evidence was not found. ",Company filings and other public documents,Global,0,truefalse,https://s22.q4cdn.com/364334381/files/doc_downloads/governance_documents/Worldwide_Code_of_Conduct.pdf
81733c2bdcda385e8f2b87cda,NVDA,NVIDIA Corp,Semiconductors & Equipment,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,2f1e53694df28fddee92ffaf0e74671f,Labor & Human Rights Commitment,60f09c2da21ef838d7f56b19b90b29d7,UN Guiding Principles Mentioned in Human Rights Policy,"An assessment of whether the Code of Conduct or Human Rights policy explicitly references the UN Guiding Principles, also known as the Ruggie Principles. Companies receive a ""True"" if it does and a ""False"" if evidence was not found. ",Company filings and other public documents,Global,0,truefalse,https://s22.q4cdn.com/364334381/files/doc_downloads/governance_documents/Worldwide_Code_of_Conduct.pdf
81733c2bdcda385e8f2b87cda,NVDA,NVIDIA Corp,Semiconductors & Equipment,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,5cbb7ba696197dadffbde18228436309,Supplier Requirements on Labor & Human Rights,1f0eea0bd02e17524171903447588e25,Child Labor Mentioned in Supplier Code of Conduct,"An assessment of whether the company's Supplier Code of Conduct or Human Rights policy as it pertains to suppliers prohibits the use of child labor. Companies receive a ""True"" if it does and a ""False"" if evidence was not found.",Company filings and other public documents,Global,1,truefalse,https://www.nvidia.com/content/dam/en-zz/Solutions/documents/FY2019-NVIDIA-CSR-Social-Responsibility.pdf
81733c2bdcda385e8f2b87cda,NVDA,NVIDIA Corp,Semiconductors & Equipment,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,5cbb7ba696197dadffbde18228436309,Supplier Requirements on Labor & Human Rights,d989528e6fadfdd2113e420ea7da6cee,Forced Labor Mentioned in Supplier Code of Conduct,"An assessment of whether the company's Supplier Code of Conduct or Human Rights policy as it pertains to suppliers explicitly prohibits the use of forced labor. Companies receive a ""True"" if it does and a ""False"" if evidence was not found.",Company filings and other public documents,Global,1,truefalse,https://www.nvidia.com/content/dam/en-zz/Solutions/documents/FY2019-NVIDIA-CSR-Social-Responsibility.pdf
81733c2bdcda385e8f2b87cda,NVDA,NVIDIA Corp,Semiconductors & Equipment,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,5cbb7ba696197dadffbde18228436309,Supplier Requirements on Labor & Human Rights,8d2211be40a8edbefde7ab87960b43ea,Human Rights Statement for Suppliers,"An assessment of whether the company's Supplier Code of Conduct or Human Rights policy as it pertains to suppliers explicitly mentions human rights. Companies receive a ""True"" if it does and a ""False"" if evidence was not found.",Company filings and other public documents,Global,1,truefalse,https://www.nvidia.com/content/dam/en-zz/Solutions/documents/FY2019-NVIDIA-CSR-Social-Responsibility.pdf
81733c2bdcda385e8f2b87cda,NVDA,NVIDIA Corp,Semiconductors & Equipment,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,5cbb7ba696197dadffbde18228436309,Supplier Requirements on Labor & Human Rights,3dbc159a8bac65025fa4d22572f70d6e,Human Trafficking Mentioned in Supplier Code of Conduct,"An assessment of whether the company's Supplier Code of Conduct or Human Rights policy as it pertains to suppliers explicitly prohibits the use of human trafficking. Companies receive a ""True"" if it does and a ""False"" if evidence was not found.",Company filings and other public documents,Global,1,truefalse,https://www.nvidia.com/content/dam/en-zz/Solutions/documents/FY2019-NVIDIA-CSR-Social-Responsibility.pdf
81733c2bdcda385e8f2b87cda,NVDA,NVIDIA Corp,Semiconductors & Equipment,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,5cbb7ba696197dadffbde18228436309,Supplier Requirements on Labor & Human Rights,c7f6e67984b4fab0bf8ed202388402d7,ILO Mentioned in Supplier Code of Conduct,"An assessment of whether the company's Supplier Code of Conduct or Human Rights policy as it pertains to suppliers explicitly references the International Labor Organization (ILO) convention(s). Companies receive a ""True"" if it does and a ""False"" if evidence was not found.",Company filings and other public documents,Global,1,truefalse,https://www.nvidia.com/content/dam/en-zz/Solutions/documents/FY2019-NVIDIA-CSR-Social-Responsibility.pdf
81733c2bdcda385e8f2b87cda,NVDA,NVIDIA Corp,Semiconductors & Equipment,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,5cbb7ba696197dadffbde18228436309,Supplier Requirements on Labor & Human Rights,070d91dc980939aa3c88c8cc4001f96d,ISO26000 Code of Conduct Mentioned in Supplier Code of Conduct,"An assessment of whether the company's Supplier Code of Conduct or Human Rights policy as it pertains to suppliers explicitly references the IS0 26000 standard. Companies receive a ""True"" if it does and a ""False"" if evidence was not found.",Company filings and other public documents,Global,0,truefalse,https://www.nvidia.com/content/dam/en-zz/Solutions/documents/FY2019-NVIDIA-CSR-Social-Responsibility.pdf
81733c2bdcda385e8f2b87cda,NVDA,NVIDIA Corp,Semiconductors & Equipment,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,5cbb7ba696197dadffbde18228436309,Supplier Requirements on Labor & Human Rights,9636dcc829bab0e52b985f996ce27efa,Mandatory Compliance with ILO Mentioned in Supplier Code of Conduct,"An assessment of whether suppliers' compliance with the terms of the International Labor Organization convention(s) is mandatory. Companies receive a ""True"" if it is and a ""False"" if evidence was not found.",Company filings and other public documents,Global,0,NULL,https://www.nvidia.com/content/dam/en-zz/Solutions/documents/FY2020-NVIDIA-CSR-Social-Responsibility.pdf
81733c2bdcda385e8f2b87cda,NVDA,NVIDIA Corp,Semiconductors & Equipment,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,5cbb7ba696197dadffbde18228436309,Supplier Requirements on Labor & Human Rights,bfba7fce9bc79c04e7495310739cf587,Mandatory Compliance with ISO26000 in Supplier Code of Conduct,"An assessment of whether suppliers' compliance with the terms of the IS0 26000 standard is mandatory. Companies receive a ""True"" if it is and a ""False"" if evidence was not found.",Company filings and other public documents,Global,0,truefalse,https://www.nvidia.com/content/dam/en-zz/Solutions/documents/FY2019-NVIDIA-CSR-Social-Responsibility.pdf
81733c2bdcda385e8f2b87cda,NVDA,NVIDIA Corp,Semiconductors & Equipment,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,5cbb7ba696197dadffbde18228436309,Supplier Requirements on Labor & Human Rights,6acdb9904eb60348c502a7cc0ecbe460,Mandatory Compliance with RBA in Supplier Code of Conduct,"An assessment of whether suppliers' compliance with the terms of the RBA/EICC Code of Conduct is mandatory. Companies receive a ""True"" if it is and a ""False"" if evidence was not found.",Company filings and other public documents,Global,1,truefalse,https://www.nvidia.com/content/dam/en-zz/Solutions/documents/FY2019-NVIDIA-CSR-Social-Responsibility.pdf
81733c2bdcda385e8f2b87cda,NVDA,NVIDIA Corp,Semiconductors & Equipment,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,5cbb7ba696197dadffbde18228436309,Supplier Requirements on Labor & Human Rights,7414429b964bf1e5695cc44c207a4566,Mandatory Compliance with SA8000 Mentioned in Supplier Code of Conduct,"An assessment of whether suppliers' compliance with the terms of the SA8000 standard is mandatory. Companies receive a ""True"" if it is and a ""False"" if evidence was not found.",Company filings and other public documents,Global,0,truefalse,https://www.nvidia.com/content/dam/en-zz/Solutions/documents/FY2019-NVIDIA-CSR-Social-Responsibility.pdf
81733c2bdcda385e8f2b87cda,NVDA,NVIDIA Corp,Semiconductors & Equipment,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,5cbb7ba696197dadffbde18228436309,Supplier Requirements on Labor & Human Rights,617acdc7c54f826ebb446b49fa69be0f,Mandatory Compliance with UN Guiding Principles Mentioned in Supplier Code of Conduct,"An assessment of whether suppliers' compliance with the terms of the United Nations Guiding Principles on Business and Human Rights is mandatory. Companies receive a ""True"" if it is and a ""False"" if evidence was not found.",Company filings and other public documents,Global,0,NULL,https://www.nvidia.com/content/dam/en-zz/Solutions/documents/FY2020-NVIDIA-CSR-Social-Responsibility.pdf
81733c2bdcda385e8f2b87cda,NVDA,NVIDIA Corp,Semiconductors & Equipment,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,5cbb7ba696197dadffbde18228436309,Supplier Requirements on Labor & Human Rights,fc2217f5e16a925b41da79caea502c25,Mandatory Terms of Supplier Code of Conduct,"An assessment of whether compliance with the human rights provisions in the company's Supplier Code of Conduct or Human Rights policy is mandatory. Companies receive a ""True"" if it is and a ""False"" if evidence was not found.",Company filings and other public documents,Global,1,truefalse,https://www.nvidia.com/content/dam/en-zz/Solutions/documents/FY2019-NVIDIA-CSR-Social-Responsibility.pdf
81733c2bdcda385e8f2b87cda,NVDA,NVIDIA Corp,Semiconductors & Equipment,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,5cbb7ba696197dadffbde18228436309,Supplier Requirements on Labor & Human Rights,047f06acebeab102e4a3732e9addc96a,Other Related Terms Mentioned in Supplier Code of Conduct,"An assessment of whether the company's Supplier Code of Conduct or Human Rights policy as it pertains to suppliers explicitly addresses any other human rights-related issues (e.g. indigenous people's rights, workers' rights, animal welfare, etc). Companies receive a ""True"" if that is correct and a ""False"" if evidence was not found.",Company filings and other public documents,Global,0,truefalse,https://www.nvidia.com/content/dam/en-zz/Solutions/documents/FY2019-NVIDIA-CSR-Social-Responsibility.pdf
81733c2bdcda385e8f2b87cda,NVDA,NVIDIA Corp,Semiconductors & Equipment,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,5cbb7ba696197dadffbde18228436309,Supplier Requirements on Labor & Human Rights,749cce9026c4c774b708de9db732de99,Prison Labor Mentioned in Supplier Code of Conduct,"An assessment of whether the company's Supplier Code of Conduct or Human Rights policy as it pertains to suppliers explicitly prohibits the use of prison labor. Companies receive a ""True"" if it does and a ""False"" if evidence was not found.",Company filings and other public documents,Global,1,truefalse,https://www.nvidia.com/content/dam/en-zz/Solutions/documents/FY2019-NVIDIA-CSR-Social-Responsibility.pdf
81733c2bdcda385e8f2b87cda,NVDA,NVIDIA Corp,Semiconductors & Equipment,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,5cbb7ba696197dadffbde18228436309,Supplier Requirements on Labor & Human Rights,351b838af93c1d327eee890cdbbf1d9e,RBA Code of Conduct Mentioned in Supplier Code of Conduct,"An assessment of whether the company's Supplier Code of Conduct or Human Rights policy as it pertains to suppliers explicitly references the RBA/EICC Code of Conduct. Companies receive a ""True"" if it does and a ""False"" if evidence was not found.",Company filings and other public documents,Global,1,truefalse,https://www.nvidia.com/content/dam/en-zz/Solutions/documents/FY2019-NVIDIA-CSR-Social-Responsibility.pdf
81733c2bdcda385e8f2b87cda,NVDA,NVIDIA Corp,Semiconductors & Equipment,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,5cbb7ba696197dadffbde18228436309,Supplier Requirements on Labor & Human Rights,2c119e97f49724b0326a0e95abdd7f68,SA8000 Mentioned in Supplier Code of Conduct,"An assessment of whether the company's Supplier Code of Conduct or Human Rights policy as it pertains to suppliers explicitly references the SA8000 standard. Companies receive a ""True"" if it does and a ""False"" if evidence was not found.",Company filings and other public documents,Global,1,truefalse,https://www.nvidia.com/content/dam/en-zz/Solutions/documents/FY2019-NVIDIA-CSR-Social-Responsibility.pdf
81733c2bdcda385e8f2b87cda,NVDA,NVIDIA Corp,Semiconductors & Equipment,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,5cbb7ba696197dadffbde18228436309,Supplier Requirements on Labor & Human Rights,be3e391964410330469599626c262712,Safe Working Conditions Mentioned in Supplier Code of Conduct,"An assessment of whether the company's Supplier Code of Conduct or Human Rights policy as it pertains to suppliers explicitly addresses the health and safety of workers. Companies receive a ""True"" if that is correct and a ""False"" if evidence was not found.",Company filings and other public documents,Global,1,truefalse,https://www.nvidia.com/content/dam/en-zz/Solutions/documents/FY2019-NVIDIA-CSR-Social-Responsibility.pdf
81733c2bdcda385e8f2b87cda,NVDA,NVIDIA Corp,Semiconductors & Equipment,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,5cbb7ba696197dadffbde18228436309,Supplier Requirements on Labor & Human Rights,d4553744855873fdc097c949fa8f5806,Slavery Mentioned in Supplier Code of Conduct,"An assessment of whether the company's Supplier Code of Conduct or Human Rights policy as it pertains to suppliers explicitly prohibits the use of slavery. Companies receive a ""True"" if it does and a ""False"" if evidence was not found.",Company filings and other public documents,Global,1,truefalse,https://www.nvidia.com/content/dam/en-zz/Solutions/documents/FY2019-NVIDIA-CSR-Social-Responsibility.pdf
